code,country,year,month,min,max,avg
001,Alabama,1895,jan,33.40,52.70,43.10
001,Alabama,1896,jan,34.00,53.00,43.50
001,Alabama,1897,jan,31.40,52.10,41.80
001,Alabama,1898,jan,38.80,59.10,49.00
001,Alabama,1899,jan,33.10,54.40,43.80
001,Alabama,1900,jan,31.90,55.30,43.60
001,Alabama,1901,jan,34.50,57.50,46.00
001,Alabama,1902,jan,30.90,55.40,43.20
001,Alabama,1903,jan,33.30,53.50,43.40
001,Alabama,1904,jan,29.70,52.60,41.10
001,Alabama,1905,jan,27.50,49.80,38.60
001,Alabama,1906,jan,35.10,57.20,46.20
001,Alabama,1907,jan,42.20,65.00,53.60
001,Alabama,1908,jan,32.20,54.60,43.40
001,Alabama,1909,jan,38.20,61.00,49.60
001,Alabama,1910,jan,33.00,57.60,45.30
001,Alabama,1911,jan,38.60,61.30,49.90
001,Alabama,1912,jan,29.00,51.40,40.20
001,Alabama,1913,jan,40.00,62.50,51.20
001,Alabama,1914,jan,35.20,58.80,47.00
001,Alabama,1915,jan,31.60,53.30,42.50
001,Alabama,1916,jan,41.00,62.60,51.80
001,Alabama,1917,jan,39.40,60.00,49.70
001,Alabama,1918,jan,26.10,48.60,37.40
001,Alabama,1919,jan,31.70,56.30,44.00
001,Alabama,1920,jan,37.00,56.80,46.90
001,Alabama,1921,jan,37.50,61.10,49.30
001,Alabama,1922,jan,37.40,55.40,46.40
001,Alabama,1923,jan,39.00,62.80,50.90
001,Alabama,1924,jan,28.50,52.70,40.60
001,Alabama,1925,jan,37.10,57.20,47.10
001,Alabama,1926,jan,33.70,53.80,43.80
001,Alabama,1927,jan,36.20,59.50,47.80
001,Alabama,1928,jan,31.90,56.00,44.00
001,Alabama,1929,jan,36.30,59.90,48.10
001,Alabama,1930,jan,33.90,55.70,44.80
001,Alabama,1931,jan,32.10,55.30,43.70
001,Alabama,1932,jan,41.20,62.50,51.90
001,Alabama,1933,jan,41.20,61.60,51.40
001,Alabama,1934,jan,38.00,58.60,48.30
001,Alabama,1935,jan,35.60,57.90,46.70
001,Alabama,1936,jan,32.00,54.20,43.10
001,Alabama,1937,jan,48.90,65.00,57.00
001,Alabama,1938,jan,35.60,56.80,46.20
001,Alabama,1939,jan,37.20,60.40,48.80
001,Alabama,1940,jan,21.20,43.00,32.10
001,Alabama,1941,jan,34.50,57.90,46.20
001,Alabama,1942,jan,29.50,55.50,42.50
001,Alabama,1943,jan,36.20,59.10,47.70
001,Alabama,1944,jan,34.10,56.30,45.20
001,Alabama,1945,jan,33.60,56.00,44.80
001,Alabama,1946,jan,36.60,56.40,46.50
001,Alabama,1947,jan,40.10,58.40,49.30
001,Alabama,1948,jan,27.20,49.80,38.50
001,Alabama,1949,jan,42.30,63.00,52.70
001,Alabama,1950,jan,49.40,68.40,58.90
001,Alabama,1951,jan,34.80,58.90,46.80
001,Alabama,1952,jan,41.80,63.00,52.40
001,Alabama,1953,jan,37.30,60.60,49.00
001,Alabama,1954,jan,35.10,58.70,46.90
001,Alabama,1955,jan,33.20,54.80,44.00
001,Alabama,1956,jan,30.90,53.50,42.20
001,Alabama,1957,jan,38.10,58.80,48.40
001,Alabama,1958,jan,29.20,50.20,39.70
001,Alabama,1959,jan,30.30,55.80,43.10
001,Alabama,1960,jan,35.30,53.60,44.50
001,Alabama,1961,jan,27.90,50.40,39.20
001,Alabama,1962,jan,32.20,52.90,42.60
001,Alabama,1963,jan,27.60,50.60,39.10
001,Alabama,1964,jan,31.20,53.70,42.40
001,Alabama,1965,jan,34.20,58.80,46.50
001,Alabama,1966,jan,30.60,49.30,40.00
001,Alabama,1967,jan,34.00,56.80,45.40
001,Alabama,1968,jan,31.50,53.10,42.30
001,Alabama,1969,jan,33.00,53.60,43.30
001,Alabama,1970,jan,27.60,48.30,38.00
001,Alabama,1971,jan,34.10,55.80,45.00
001,Alabama,1972,jan,37.70,60.40,49.10
001,Alabama,1973,jan,32.80,53.60,43.20
001,Alabama,1974,jan,45.90,64.00,55.00
001,Alabama,1975,jan,37.90,60.20,49.00
001,Alabama,1976,jan,28.30,52.80,40.60
001,Alabama,1977,jan,23.00,43.60,33.30
001,Alabama,1978,jan,26.80,44.40,35.60
001,Alabama,1979,jan,27.80,47.80,37.80
001,Alabama,1980,jan,37.60,55.80,46.70
001,Alabama,1981,jan,26.80,52.20,39.50
001,Alabama,1982,jan,31.40,54.40,42.90
001,Alabama,1983,jan,32.20,52.10,42.10
001,Alabama,1984,jan,29.00,51.70,40.30
001,Alabama,1985,jan,25.90,48.50,37.20
001,Alabama,1986,jan,30.00,56.20,43.10
001,Alabama,1987,jan,32.50,53.50,43.00
001,Alabama,1988,jan,30.80,50.60,40.70
001,Alabama,1989,jan,39.00,62.10,50.60
001,Alabama,1990,jan,38.60,61.00,49.80
001,Alabama,1991,jan,37.60,53.90,45.80
001,Alabama,1992,jan,33.90,54.30,44.10
001,Alabama,1993,jan,39.60,58.00,48.80
001,Alabama,1994,jan,30.80,50.90,40.80
001,Alabama,1995,jan,34.90,56.00,45.40
001,Alabama,1996,jan,31.70,55.40,43.50
001,Alabama,1997,jan,35.80,56.00,45.90
001,Alabama,1998,jan,37.80,57.70,47.80
001,Alabama,1999,jan,37.40,61.30,49.40
001,Alabama,2000,jan,35.90,57.10,46.50
001,Alabama,2001,jan,29.90,52.50,41.20
001,Alabama,2002,jan,35.30,58.30,46.80
001,Alabama,2003,jan,28.40,51.50,40.00
001,Alabama,2004,jan,32.60,55.80,44.20
001,Alabama,2005,jan,38.10,60.40,49.20
001,Alabama,2006,jan,39.20,63.10,51.10
001,Alabama,2007,jan,36.40,57.00,46.70
001,Alabama,2008,jan,32.10,53.90,43.00
001,Alabama,2009,jan,33.80,56.70,45.30
001,Alabama,2010,jan,29.20,50.80,40.00
001,Alabama,2011,jan,30.20,52.00,41.10
001,Alabama,2012,jan,38.00,62.30,50.10
001,Alabama,2013,jan,40.30,59.90,50.00
001,Alabama,2014,jan,24.70,49.80,37.30
001,Alabama,2015,jan,32.50,54.60,43.60
001,Alabama,2016,jan,32.60,53.50,43.00
001,Alabama,2017,jan,42.00,62.90,52.40
001,Alabama,2018,jan,29.00,51.80,40.40
001,Alabama,2019,jan,36.50,56.60,46.50
001,Alabama,2020,jan,39.20,59.80,49.50
001,Alabama,2021,jan,36.70,56.60,46.60
001,Alabama,2022,jan,32.00,55.80,43.90
001,Alabama,2023,jan,40.50,62.30,51.40
001,Alabama,2024,jan,32.10,54.40,43.30
002,Arizona,1895,jan,31.80,49.00,40.40
002,Arizona,1896,jan,32.50,56.60,44.60
002,Arizona,1897,jan,32.40,50.00,41.20
002,Arizona,1898,jan,24.30,45.90,35.10
002,Arizona,1899,jan,25.90,50.10,38.00
002,Arizona,1900,jan,32.20,58.80,45.50
002,Arizona,1901,jan,29.30,53.80,41.50
002,Arizona,1902,jan,28.40,55.40,41.90
002,Arizona,1903,jan,28.80,54.00,41.40
002,Arizona,1904,jan,23.00,52.40,37.70
002,Arizona,1905,jan,32.60,53.70,43.10
002,Arizona,1906,jan,27.20,50.80,39.00
002,Arizona,1907,jan,32.20,52.10,42.20
002,Arizona,1908,jan,30.30,55.40,42.90
002,Arizona,1909,jan,33.90,56.90,45.40
002,Arizona,1910,jan,28.30,52.40,40.40
002,Arizona,1911,jan,34.80,55.80,45.30
002,Arizona,1912,jan,26.60,56.20,41.40
002,Arizona,1913,jan,22.70,48.80,35.70
002,Arizona,1914,jan,32.60,55.10,43.80
002,Arizona,1915,jan,27.50,49.10,38.30
002,Arizona,1916,jan,31.50,48.80,40.20
002,Arizona,1917,jan,26.70,46.80,36.80
002,Arizona,1918,jan,25.60,52.00,38.80
002,Arizona,1919,jan,22.50,48.90,35.70
002,Arizona,1920,jan,31.50,51.30,41.40
002,Arizona,1921,jan,28.90,54.60,41.80
002,Arizona,1922,jan,25.50,49.60,37.60
002,Arizona,1923,jan,30.90,57.90,44.40
002,Arizona,1924,jan,24.20,51.50,37.80
002,Arizona,1925,jan,22.90,50.50,36.70
002,Arizona,1926,jan,25.10,51.20,38.20
002,Arizona,1927,jan,31.40,56.80,44.10
002,Arizona,1928,jan,27.80,56.00,41.80
002,Arizona,1929,jan,26.40,50.60,38.50
002,Arizona,1930,jan,28.20,48.40,38.30
002,Arizona,1931,jan,26.00,53.10,39.50
002,Arizona,1932,jan,22.50,46.20,34.30
002,Arizona,1933,jan,23.70,46.90,35.30
002,Arizona,1934,jan,27.60,57.00,42.30
002,Arizona,1935,jan,31.20,53.20,42.20
002,Arizona,1936,jan,27.40,54.80,41.10
002,Arizona,1937,jan,16.70,40.10,28.40
002,Arizona,1938,jan,30.50,55.90,43.20
002,Arizona,1939,jan,29.30,51.80,40.50
002,Arizona,1940,jan,31.10,54.60,42.80
002,Arizona,1941,jan,32.50,51.70,42.10
002,Arizona,1942,jan,28.40,53.80,41.10
002,Arizona,1943,jan,30.10,54.40,42.20
002,Arizona,1944,jan,26.30,51.80,39.00
002,Arizona,1945,jan,28.40,52.90,40.70
002,Arizona,1946,jan,26.70,50.90,38.80
002,Arizona,1947,jan,24.80,51.20,38.00
002,Arizona,1948,jan,26.00,56.50,41.20
002,Arizona,1949,jan,23.00,40.80,31.90
002,Arizona,1950,jan,26.30,52.80,39.50
002,Arizona,1951,jan,27.00,54.20,40.60
002,Arizona,1952,jan,29.20,51.50,40.40
002,Arizona,1953,jan,31.00,59.50,45.20
002,Arizona,1954,jan,29.00,55.60,42.30
002,Arizona,1955,jan,26.00,47.90,37.00
002,Arizona,1956,jan,32.70,58.40,45.60
002,Arizona,1957,jan,33.20,51.90,42.60
002,Arizona,1958,jan,27.80,55.00,41.40
002,Arizona,1959,jan,28.50,57.80,43.20
002,Arizona,1960,jan,24.70,47.60,36.10
002,Arizona,1961,jan,28.70,55.50,42.10
002,Arizona,1962,jan,26.80,50.80,38.80
002,Arizona,1963,jan,24.40,50.20,37.30
002,Arizona,1964,jan,22.90,51.80,37.40
002,Arizona,1965,jan,31.30,55.40,43.30
002,Arizona,1966,jan,25.50,50.20,37.80
002,Arizona,1967,jan,25.70,54.80,40.20
002,Arizona,1968,jan,26.40,50.70,38.60
002,Arizona,1969,jan,33.80,55.70,44.70
002,Arizona,1970,jan,27.20,54.40,40.80
002,Arizona,1971,jan,26.00,56.00,41.00
002,Arizona,1972,jan,26.40,56.00,41.20
002,Arizona,1973,jan,26.00,48.60,37.30
002,Arizona,1974,jan,28.40,51.40,39.90
002,Arizona,1975,jan,26.50,53.50,40.00
002,Arizona,1976,jan,27.40,56.10,41.70
002,Arizona,1977,jan,28.30,51.00,39.60
002,Arizona,1978,jan,32.90,53.30,43.10
002,Arizona,1979,jan,27.10,46.00,36.50
002,Arizona,1980,jan,34.40,53.80,44.10
002,Arizona,1981,jan,33.30,58.40,45.80
002,Arizona,1982,jan,29.30,52.60,41.00
002,Arizona,1983,jan,30.20,55.00,42.60
002,Arizona,1984,jan,29.60,55.10,42.40
002,Arizona,1985,jan,29.70,51.00,40.40
002,Arizona,1986,jan,32.80,62.20,47.50
002,Arizona,1987,jan,27.10,52.80,39.90
002,Arizona,1988,jan,28.40,52.20,40.30
002,Arizona,1989,jan,26.80,52.00,39.40
002,Arizona,1990,jan,27.50,54.20,40.80
002,Arizona,1991,jan,29.00,52.20,40.70
002,Arizona,1992,jan,28.20,51.00,39.60
002,Arizona,1993,jan,34.30,52.80,43.50
002,Arizona,1994,jan,28.50,57.90,43.20
002,Arizona,1995,jan,32.00,52.10,42.10
002,Arizona,1996,jan,29.80,58.60,44.20
002,Arizona,1997,jan,31.20,52.70,42.00
002,Arizona,1998,jan,31.20,56.50,43.80
002,Arizona,1999,jan,30.90,59.80,45.40
002,Arizona,2000,jan,31.80,59.80,45.80
002,Arizona,2001,jan,28.70,51.90,40.30
002,Arizona,2002,jan,28.90,55.60,42.30
002,Arizona,2003,jan,34.60,63.00,48.80
002,Arizona,2004,jan,30.80,54.70,42.80
002,Arizona,2005,jan,34.90,55.40,45.10
002,Arizona,2006,jan,29.30,59.00,44.10
002,Arizona,2007,jan,26.40,51.60,39.00
002,Arizona,2008,jan,28.10,51.40,39.80
002,Arizona,2009,jan,32.20,58.20,45.20
002,Arizona,2010,jan,30.50,53.90,42.20
002,Arizona,2011,jan,27.60,55.40,41.50
002,Arizona,2012,jan,31.20,59.40,45.30
002,Arizona,2013,jan,25.60,51.70,38.60
002,Arizona,2014,jan,31.60,61.40,46.50
002,Arizona,2015,jan,33.20,57.10,45.10
002,Arizona,2016,jan,29.50,54.10,41.80
002,Arizona,2017,jan,32.20,52.40,42.30
002,Arizona,2018,jan,33.20,61.90,47.60
002,Arizona,2019,jan,30.70,54.20,42.40
002,Arizona,2020,jan,30.70,56.70,43.70
002,Arizona,2021,jan,29.40,55.80,42.60
002,Arizona,2022,jan,29.80,57.20,43.50
002,Arizona,2023,jan,29.10,51.60,40.40
002,Arizona,2024,jan,30.20,53.70,42.00
003,Arkansas,1895,jan,26.20,46.00,36.10
003,Arkansas,1896,jan,31.50,48.90,40.20
003,Arkansas,1897,jan,28.60,46.80,37.70
003,Arkansas,1898,jan,35.20,52.50,43.80
003,Arkansas,1899,jan,28.30,48.20,38.20
003,Arkansas,1900,jan,32.10,52.00,42.10
003,Arkansas,1901,jan,33.20,54.70,44.00
003,Arkansas,1902,jan,26.20,47.30,36.80
003,Arkansas,1903,jan,29.20,48.40,38.80
003,Arkansas,1904,jan,25.30,49.60,37.40
003,Arkansas,1905,jan,22.50,41.20,31.90
003,Arkansas,1906,jan,30.70,52.10,41.40
003,Arkansas,1907,jan,38.30,58.40,48.40
003,Arkansas,1908,jan,30.30,50.30,40.30
003,Arkansas,1909,jan,33.60,52.10,42.80
003,Arkansas,1910,jan,29.60,51.80,40.80
003,Arkansas,1911,jan,36.00,56.50,46.30
003,Arkansas,1912,jan,21.80,44.00,32.90
003,Arkansas,1913,jan,31.50,53.40,42.40
003,Arkansas,1914,jan,33.50,55.80,44.70
003,Arkansas,1915,jan,28.10,46.90,37.50
003,Arkansas,1916,jan,32.60,53.00,42.80
003,Arkansas,1917,jan,31.60,52.90,42.30
003,Arkansas,1918,jan,15.50,37.00,26.20
003,Arkansas,1919,jan,29.40,50.80,40.10
003,Arkansas,1920,jan,29.20,47.10,38.20
003,Arkansas,1921,jan,35.50,55.50,45.50
003,Arkansas,1922,jan,29.30,46.10,37.70
003,Arkansas,1923,jan,36.10,57.80,47.00
003,Arkansas,1924,jan,24.90,44.50,34.70
003,Arkansas,1925,jan,28.70,49.30,39.00
003,Arkansas,1926,jan,29.40,49.20,39.30
003,Arkansas,1927,jan,31.30,50.70,41.00
003,Arkansas,1928,jan,29.40,52.50,41.00
003,Arkansas,1929,jan,27.50,48.30,37.90
003,Arkansas,1930,jan,23.00,41.80,32.40
003,Arkansas,1931,jan,30.20,51.80,41.00
003,Arkansas,1932,jan,35.20,54.80,45.00
003,Arkansas,1933,jan,37.30,57.60,47.40
003,Arkansas,1934,jan,33.50,53.20,43.30
003,Arkansas,1935,jan,31.50,53.30,42.40
003,Arkansas,1936,jan,25.20,46.50,35.80
003,Arkansas,1937,jan,32.40,48.70,40.60
003,Arkansas,1938,jan,30.50,51.30,40.90
003,Arkansas,1939,jan,33.00,55.20,44.10
003,Arkansas,1940,jan,16.80,36.90,26.80
003,Arkansas,1941,jan,32.00,52.70,42.30
003,Arkansas,1942,jan,24.60,49.30,36.90
003,Arkansas,1943,jan,27.80,53.70,40.80
003,Arkansas,1944,jan,30.50,51.40,41.00
003,Arkansas,1945,jan,29.10,48.90,39.00
003,Arkansas,1946,jan,30.90,49.20,40.00
003,Arkansas,1947,jan,32.90,50.50,41.70
003,Arkansas,1948,jan,22.80,42.00,32.40
003,Arkansas,1949,jan,32.80,49.80,41.30
003,Arkansas,1950,jan,37.40,56.60,47.00
003,Arkansas,1951,jan,29.30,52.00,40.70
003,Arkansas,1952,jan,36.60,56.40,46.50
003,Arkansas,1953,jan,33.40,55.30,44.40
003,Arkansas,1954,jan,29.90,51.40,40.60
003,Arkansas,1955,jan,30.20,50.70,40.40
003,Arkansas,1956,jan,26.80,48.20,37.50
003,Arkansas,1957,jan,29.20,47.10,38.20
003,Arkansas,1958,jan,27.20,48.60,37.90
003,Arkansas,1959,jan,26.70,48.40,37.60
003,Arkansas,1960,jan,31.30,47.70,39.50
003,Arkansas,1961,jan,23.90,48.00,36.00
003,Arkansas,1962,jan,24.50,46.10,35.30
003,Arkansas,1963,jan,21.30,44.50,32.90
003,Arkansas,1964,jan,27.30,53.20,40.30
003,Arkansas,1965,jan,31.20,53.80,42.50
003,Arkansas,1966,jan,25.80,43.60,34.70
003,Arkansas,1967,jan,30.00,52.90,41.40
003,Arkansas,1968,jan,29.10,45.70,37.40
003,Arkansas,1969,jan,30.60,49.80,40.20
003,Arkansas,1970,jan,23.00,44.40,33.70
003,Arkansas,1971,jan,28.60,50.20,39.40
003,Arkansas,1972,jan,29.90,51.40,40.70
003,Arkansas,1973,jan,29.00,46.70,37.90
003,Arkansas,1974,jan,32.60,48.60,40.60
003,Arkansas,1975,jan,32.40,53.60,43.00
003,Arkansas,1976,jan,26.30,50.20,38.30
003,Arkansas,1977,jan,17.60,37.40,27.50
003,Arkansas,1978,jan,21.20,37.70,29.40
003,Arkansas,1979,jan,19.70,35.60,27.60
003,Arkansas,1980,jan,31.50,49.40,40.50
003,Arkansas,1981,jan,26.20,49.70,38.00
003,Arkansas,1982,jan,23.90,46.70,35.30
003,Arkansas,1983,jan,29.50,46.80,38.20
003,Arkansas,1984,jan,23.30,44.80,34.00
003,Arkansas,1985,jan,22.30,41.80,32.00
003,Arkansas,1986,jan,27.80,54.80,41.30
003,Arkansas,1987,jan,28.90,48.20,38.50
003,Arkansas,1988,jan,25.20,44.40,34.80
003,Arkansas,1989,jan,34.00,54.60,44.30
003,Arkansas,1990,jan,34.80,56.50,45.60
003,Arkansas,1991,jan,29.70,44.60,37.20
003,Arkansas,1992,jan,31.20,50.30,40.80
003,Arkansas,1993,jan,30.60,48.20,39.40
003,Arkansas,1994,jan,28.00,45.20,36.60
003,Arkansas,1995,jan,31.80,50.30,41.10
003,Arkansas,1996,jan,27.10,49.20,38.20
003,Arkansas,1997,jan,28.80,48.30,38.60
003,Arkansas,1998,jan,36.20,52.40,44.30
003,Arkansas,1999,jan,32.40,52.90,42.60
003,Arkansas,2000,jan,31.70,51.80,41.80
003,Arkansas,2001,jan,27.50,46.50,37.00
003,Arkansas,2002,jan,31.60,53.50,42.50
003,Arkansas,2003,jan,26.20,47.30,36.80
003,Arkansas,2004,jan,31.00,51.10,41.00
003,Arkansas,2005,jan,36.20,53.30,44.70
003,Arkansas,2006,jan,35.80,59.10,47.50
003,Arkansas,2007,jan,31.10,48.70,39.90
003,Arkansas,2008,jan,28.60,49.30,39.00
003,Arkansas,2009,jan,27.80,48.90,38.40
003,Arkansas,2010,jan,27.60,45.40,36.50
003,Arkansas,2011,jan,27.50,47.60,37.60
003,Arkansas,2012,jan,33.40,55.80,44.60
003,Arkansas,2013,jan,32.60,51.60,42.10
003,Arkansas,2014,jan,23.00,47.40,35.20
003,Arkansas,2015,jan,28.00,49.20,38.60
003,Arkansas,2016,jan,29.60,49.40,39.50
003,Arkansas,2017,jan,36.10,54.30,45.20
003,Arkansas,2018,jan,25.30,46.10,35.70
003,Arkansas,2019,jan,32.00,49.40,40.80
003,Arkansas,2020,jan,35.30,52.60,43.90
003,Arkansas,2021,jan,32.60,50.10,41.40
003,Arkansas,2022,jan,26.60,50.80,38.70
003,Arkansas,2023,jan,36.40,56.50,46.40
003,Arkansas,2024,jan,26.80,45.30,36.10
004,California,1895,jan,33.60,47.40,40.50
004,California,1896,jan,37.10,53.90,45.50
004,California,1897,jan,34.20,49.80,42.00
004,California,1898,jan,28.30,46.60,37.40
004,California,1899,jan,35.00,52.70,43.90
004,California,1900,jan,37.00,54.10,45.60
004,California,1901,jan,32.60,50.40,41.50
004,California,1902,jan,30.90,52.00,41.50
004,California,1903,jan,32.30,51.70,42.00
004,California,1904,jan,30.20,52.90,41.60
004,California,1905,jan,36.90,54.60,45.70
004,California,1906,jan,33.50,54.00,43.80
004,California,1907,jan,32.90,47.10,40.00
004,California,1908,jan,34.90,52.70,43.80
004,California,1909,jan,38.00,52.20,45.10
004,California,1910,jan,30.10,47.50,38.80
004,California,1911,jan,34.10,51.90,43.00
004,California,1912,jan,33.70,53.90,43.80
004,California,1913,jan,28.70,48.70,38.80
004,California,1914,jan,36.80,52.00,44.40
004,California,1915,jan,32.50,50.20,41.40
004,California,1916,jan,31.40,44.80,38.10
004,California,1917,jan,26.80,46.50,36.60
004,California,1918,jan,31.90,53.90,42.90
004,California,1919,jan,30.50,54.40,42.50
004,California,1920,jan,33.20,55.50,44.40
004,California,1921,jan,32.40,50.00,41.20
004,California,1922,jan,27.40,47.60,37.50
004,California,1923,jan,32.60,51.80,42.20
004,California,1924,jan,28.80,53.10,41.00
004,California,1925,jan,32.40,53.40,42.90
004,California,1926,jan,30.60,52.80,41.70
004,California,1927,jan,34.00,53.10,43.50
004,California,1928,jan,32.80,54.10,43.50
004,California,1929,jan,30.00,49.60,39.80
004,California,1930,jan,31.60,48.30,39.90
004,California,1931,jan,33.50,53.60,43.50
004,California,1932,jan,29.90,47.90,38.90
004,California,1933,jan,29.00,47.50,38.30
004,California,1934,jan,34.90,55.70,45.30
004,California,1935,jan,32.90,50.40,41.70
004,California,1936,jan,34.80,54.40,44.60
004,California,1937,jan,23.20,40.90,32.00
004,California,1938,jan,34.60,54.30,44.50
004,California,1939,jan,32.90,52.70,42.80
004,California,1940,jan,37.40,53.30,45.40
004,California,1941,jan,36.60,52.60,44.60
004,California,1942,jan,33.50,52.40,43.00
004,California,1943,jan,32.80,53.60,43.20
004,California,1944,jan,32.00,51.80,41.90
004,California,1945,jan,32.20,52.50,42.40
004,California,1946,jan,31.00,53.10,42.10
004,California,1947,jan,28.60,51.80,40.20
004,California,1948,jan,32.50,58.20,45.40
004,California,1949,jan,22.30,42.10,32.20
004,California,1950,jan,28.20,47.00,37.60
004,California,1951,jan,33.10,51.30,42.20
004,California,1952,jan,30.60,46.80,38.70
004,California,1953,jan,37.60,56.40,47.00
004,California,1954,jan,33.40,52.00,42.70
004,California,1955,jan,29.10,47.00,38.00
004,California,1956,jan,36.40,52.40,44.40
004,California,1957,jan,29.40,47.90,38.70
004,California,1958,jan,34.10,53.80,44.00
004,California,1959,jan,35.90,55.50,45.70
004,California,1960,jan,31.50,49.10,40.30
004,California,1961,jan,32.90,55.60,44.30
004,California,1962,jan,30.10,52.50,41.30
004,California,1963,jan,28.60,52.30,40.50
004,California,1964,jan,31.10,51.00,41.00
004,California,1965,jan,34.80,52.50,43.60
004,California,1966,jan,30.80,50.90,40.80
004,California,1967,jan,33.50,53.50,43.50
004,California,1968,jan,31.10,52.30,41.70
004,California,1969,jan,34.90,50.60,42.80
004,California,1970,jan,36.20,53.20,44.70
004,California,1971,jan,32.70,52.80,42.80
004,California,1972,jan,29.40,50.30,39.90
004,California,1973,jan,31.10,49.30,40.20
004,California,1974,jan,33.00,50.10,41.50
004,California,1975,jan,31.20,53.70,42.50
004,California,1976,jan,31.80,56.90,44.40
004,California,1977,jan,31.50,51.10,41.30
004,California,1978,jan,38.20,52.70,45.40
004,California,1979,jan,31.80,48.30,40.10
004,California,1980,jan,37.70,54.10,45.90
004,California,1981,jan,37.10,56.20,46.70
004,California,1982,jan,30.90,50.00,40.40
004,California,1983,jan,35.10,53.40,44.20
004,California,1984,jan,35.10,55.70,45.40
004,California,1985,jan,31.90,51.50,41.70
004,California,1986,jan,39.00,58.60,48.80
004,California,1987,jan,31.40,51.50,41.40
004,California,1988,jan,33.30,52.20,42.70
004,California,1989,jan,30.00,51.80,40.90
004,California,1990,jan,32.70,53.60,43.10
004,California,1991,jan,32.60,54.60,43.60
004,California,1992,jan,33.20,53.10,43.20
004,California,1993,jan,33.00,49.60,41.30
004,California,1994,jan,34.40,56.90,45.70
004,California,1995,jan,38.30,51.10,44.70
004,California,1996,jan,36.00,55.20,45.60
004,California,1997,jan,36.10,52.90,44.50
004,California,1998,jan,36.80,53.40,45.10
004,California,1999,jan,34.60,55.40,45.00
004,California,2000,jan,36.60,54.90,45.80
004,California,2001,jan,32.00,52.60,42.30
004,California,2002,jan,32.10,52.50,42.40
004,California,2003,jan,39.80,60.10,50.00
004,California,2004,jan,34.00,53.00,43.50
004,California,2005,jan,35.80,52.40,44.10
004,California,2006,jan,35.00,54.20,44.60
004,California,2007,jan,29.50,53.60,41.50
004,California,2008,jan,32.60,49.70,41.10
004,California,2009,jan,35.50,58.20,46.90
004,California,2010,jan,36.60,53.70,45.20
004,California,2011,jan,34.60,55.70,45.20
004,California,2012,jan,34.40,58.60,46.50
004,California,2013,jan,31.00,53.20,42.10
004,California,2014,jan,37.20,63.00,50.10
004,California,2015,jan,37.90,59.40,48.60
004,California,2016,jan,36.10,52.90,44.50
004,California,2017,jan,34.00,50.30,42.20
004,California,2018,jan,39.10,58.60,48.90
004,California,2019,jan,36.90,55.20,46.10
004,California,2020,jan,35.60,55.10,45.30
004,California,2021,jan,35.40,55.60,45.50
004,California,2022,jan,34.40,57.90,46.20
004,California,2023,jan,34.10,51.20,42.70
004,California,2024,jan,37.10,54.40,45.80
005,Colorado,1895,jan,9.60,33.60,21.60
005,Colorado,1896,jan,13.60,41.20,27.40
005,Colorado,1897,jan,8.80,34.20,21.50
005,Colorado,1898,jan,6.30,32.60,19.40
005,Colorado,1899,jan,8.30,34.00,21.20
005,Colorado,1900,jan,15.90,40.80,28.30
005,Colorado,1901,jan,11.10,39.40,25.20
005,Colorado,1902,jan,10.80,38.40,24.60
005,Colorado,1903,jan,11.90,37.50,24.70
005,Colorado,1904,jan,7.10,36.60,21.80
005,Colorado,1905,jan,12.20,33.90,23.10
005,Colorado,1906,jan,11.60,39.50,25.50
005,Colorado,1907,jan,15.80,38.90,27.30
005,Colorado,1908,jan,11.00,38.00,24.50
005,Colorado,1909,jan,16.30,38.80,27.50
005,Colorado,1910,jan,11.30,35.10,23.20
005,Colorado,1911,jan,17.60,42.30,30.00
005,Colorado,1912,jan,8.70,34.00,21.30
005,Colorado,1913,jan,6.20,33.60,19.90
005,Colorado,1914,jan,15.00,36.90,26.00
005,Colorado,1915,jan,7.10,33.30,20.20
005,Colorado,1916,jan,10.10,32.00,21.10
005,Colorado,1917,jan,6.70,32.50,19.60
005,Colorado,1918,jan,6.50,30.60,18.60
005,Colorado,1919,jan,5.30,33.30,19.30
005,Colorado,1920,jan,13.00,38.40,25.70
005,Colorado,1921,jan,15.20,38.60,26.90
005,Colorado,1922,jan,5.80,33.20,19.50
005,Colorado,1923,jan,15.70,42.70,29.20
005,Colorado,1924,jan,4.80,33.00,18.90
005,Colorado,1925,jan,5.00,31.60,18.30
005,Colorado,1926,jan,9.60,34.00,21.80
005,Colorado,1927,jan,13.80,40.70,27.20
005,Colorado,1928,jan,13.60,40.90,27.20
005,Colorado,1929,jan,8.60,33.10,20.80
005,Colorado,1930,jan,1.30,26.80,14.00
005,Colorado,1931,jan,10.40,38.30,24.40
005,Colorado,1932,jan,6.50,30.40,18.40
005,Colorado,1933,jan,10.40,37.60,24.00
005,Colorado,1934,jan,16.10,42.50,29.30
005,Colorado,1935,jan,14.70,43.30,29.00
005,Colorado,1936,jan,11.50,35.80,23.60
005,Colorado,1937,jan,-0.80,26.40,12.80
005,Colorado,1938,jan,13.70,37.80,25.70
005,Colorado,1939,jan,13.50,36.50,25.00
005,Colorado,1940,jan,7.80,30.30,19.00
005,Colorado,1941,jan,12.60,36.40,24.60
005,Colorado,1942,jan,7.60,34.90,21.20
005,Colorado,1943,jan,13.00,39.60,26.30
