Date,Value,Anomaly
200104,65.41,1.95
200105,76.10,3.17
200106,81.99,0.68
200107,87.06,0.42
200108,87.40,2.29
200109,78.82,1.04
200110,67.50,0.72
200111,59.00,6.31
200112,46.15,3.39
200201,45.07,4.59
200202,48.54,3.72
200203,51.71,-1.29
200204,65.93,2.47
200205,72.45,-0.48
200206,83.95,2.64
200207,88.75,2.11
200208,85.91,0.80
200209,79.59,1.81
200210,62.56,-4.22
200211,52.72,0.03
200212,44.87,2.11
200301,43.38,2.90
200302,43.12,-1.70
200303,54.97,1.97
200304,64.26,0.80
200305,73.18,0.25
200306,80.49,-0.82
200307,88.66,2.02
200308,87.39,2.28
200309,77.85,0.07
200310,69.69,2.91
200311,52.70,0.01
200312,45.45,2.69
200401,40.44,-0.04
200402,43.75,-1.07
200403,59.25,6.25
200404,65.35,1.89
200405,74.35,1.42
200406,80.37,-0.94
200407,85.23,-1.41
200408,82.49,-2.62
200409,78.24,0.46
200410,66.34,-0.44
200411,53.82,1.13
200412,45.50,2.74
200501,42.87,2.39
200502,48.15,3.33
200503,53.89,0.89
200504,65.14,1.68
200505,71.98,-0.95
200506,81.45,0.14
200507,88.47,1.83
200508,85.93,0.82
200509,80.80,3.02
200510,67.42,0.64
200511,56.82,4.13
200512,42.76,0.00
200601,49.62,9.14
200602,46.69,1.87
200603,53.71,0.71
200604,68.43,4.97
200605,75.45,2.52
200606,84.07,2.76
200607,89.55,2.91
200608,86.09,0.98
200609,75.83,-1.95
200610,64.65,-2.13
200611,55.51,2.82
200612,47.10,4.34
200701,41.38,0.90
200702,42.89,-1.93
200703,60.01,7.01
200704,62.82,-0.64
200705,75.33,2.40
200706,82.90,1.59
200707,87.40,0.76
200708,87.44,2.33
200709,79.38,1.60
200710,68.97,2.19
200711,55.90,3.21
200712,42.98,0.22
200801,40.77,0.29
200802,46.02,1.20
200803,54.07,1.07
200804,63.45,-0.01
200805,72.10,-0.83
200806,82.60,1.29
200807,87.03,0.39
200808,84.90,-0.21
200809,77.95,0.17
200810,66.79,0.01
200811,54.91,2.22
200812,42.58,-0.18
200901,42.31,1.83
200902,48.49,3.67
200903,54.84,1.84
200904,63.39,-0.07
200905,74.14,1.21
200906,80.55,-0.76
200907,85.30,-1.34
200908,84.56,-0.55
200909,78.89,1.11
200910,60.87,-5.91
200911,57.52,4.83
200912,38.98,-3.78
201001,40.03,-0.45
201002,41.16,-3.66
201003,55.09,2.09
201004,66.13,2.67
201005,72.00,-0.93
201006,82.54,1.23
201007,86.97,0.33
201008,86.79,1.68
201009,79.75,1.97
201010,69.42,2.64
201011,53.80,1.11
201012,42.03,-0.73
201101,40.05,-0.43
201102,44.40,-0.42
201103,54.30,1.30
201104,64.18,0.72
201105,71.17,-1.76
201106,82.67,1.36
201107,88.86,2.22
201108,88.32,3.21
201109,79.39,1.61
201110,67.78,1.00
201111,55.09,2.40
201112,45.52,2.76
201201,47.57,7.09
201202,48.06,3.24
201203,62.83,9.83
201204,67.62,4.16
201205,76.62,3.69
201206,84.16,2.85
201207,89.92,3.28
201208,87.35,2.24
201209,80.06,2.28
201210,66.06,-0.72
201211,55.92,3.23
201212,45.81,3.05
201301,42.71,2.23
201302,45.46,0.64
201303,52.68,-0.32
201304,62.04,-1.42
201305,73.51,0.58
201306,82.96,1.65
201307,86.40,-0.24
201308,85.35,0.24
201309,79.16,1.38
201310,65.30,-1.48
201311,52.47,-0.22
201312,41.52,-1.24
201401,42.44,1.96
201402,43.02,-1.80
201403,52.83,-0.17
201404,64.54,1.08
201405,74.07,1.14
201406,81.77,0.46
201407,85.77,-0.87
201408,84.18,-0.93
201409,78.22,0.44
201410,69.37,2.59
201411,50.29,-2.40
201412,45.32,2.56
201501,43.27,2.79
201502,44.38,-0.44
201503,57.74,4.74
201504,65.82,2.36
201505,72.52,-0.41
201506,83.61,2.30
201507,85.93,-0.71
201508,85.75,0.64
201509,81.28,3.50
201510,69.08,2.30
201511,55.20,2.51
201512,48.04,5.28
201601,41.85,1.37
201602,50.81,5.99
201603,59.45,6.45
201604,65.55,2.09
201605,72.48,-0.45
201606,84.88,3.57
201607,87.87,1.23
201608,85.78,0.67
201609,79.38,1.60
201610,69.87,3.09
201611,59.54,6.85
201612,42.62,-0.14
201701,42.78,2.30
201702,52.12,7.30
201703,57.79,4.79
201704,65.86,2.40
201705,73.24,0.31
201706,83.21,1.90
201707,88.52,1.88
201708,84.25,-0.86
201709,78.73,0.95
201710,68.43,1.65
201711,56.17,3.48
201712,44.83,2.07
201801,43.16,2.68
201802,46.65,1.83
201803,54.00,1.00
201804,61.83,-1.63
201805,78.37,5.44
201806,84.13,2.82
201807,88.20,1.56
201808,85.93,0.82
201809,79.34,1.56
201810,64.36,-2.42
201811,50.14,-2.55
201812,44.78,2.02
201901,42.30,1.82
201902,41.70,-3.12
201903,51.37,-1.63
201904,64.85,1.39
201905,70.84,-2.09
201906,81.18,-0.13
201907,87.08,0.44
201908,86.32,1.21
201909,80.58,2.80
201910,64.18,-2.60
201911,52.30,-0.39
201912,46.06,3.30
202001,45.03,4.55
202002,47.12,2.30
202003,56.71,3.71
202004,63.61,0.15
202005,73.38,0.45
202006,83.03,1.72
202007,88.38,1.74
202008,87.82,2.71
202009,78.80,1.02
202010,66.96,0.18
202011,58.30,5.61
202012,46.58,3.82
202101,43.97,3.49
202102,40.82,-4.00
202103,57.87,4.87
202104,64.87,1.41
202105,72.84,-0.09
202106,85.59,4.28
202107,87.60,0.96
202108,86.27,1.16
202109,81.09,3.31
202110,68.52,1.74
202111,56.84,4.15
202112,49.95,7.19
202201,42.91,2.43
202202,46.26,1.44
202203,56.75,3.75
202204,63.25,-0.21
202205,74.46,1.53
202206,83.71,2.40
202207,89.22,2.58
202208,86.92,1.81
202209,81.21,3.43
202210,68.58,1.80
202211,51.91,-0.78
202212,42.58,-0.18
202301,44.37,3.89
202302,47.62,2.80
202303,51.44,-1.56
202304,64.18,0.72
202305,75.06,2.13
202306,81.57,0.26
202307,88.68,2.04
202308,86.92,1.81
202309,80.44,2.66
202310,68.09,1.31
202311,55.65,2.96
202312,49.73,6.97
202401,41.05,0.57
202402,51.93,7.11
202403,56.39,3.39
202404,66.06,2.60
202405,74.62,1.69
202406,84.56,3.25
202407,88.39,1.75
202408,86.70,1.59
202409,81.84,4.06
202410,73.13,6.35
202411,55.67,2.98
